customer_id,order_id,month,sku_id
1,1,1,562
1,2,1,633
1,3,1,573
1,4,1,615
1,5,1,648
1,6,1,611
1,7,1,615
1,8,1,584
1,9,2,577
1,10,2,566
1,11,2,692
1,12,2,584
1,13,3,570
1,14,3,697
1,15,4,632
1,16,4,562
1,17,4,615
1,18,5,633
1,19,5,632
1,20,5,632
1,21,5,636
1,22,5,611
1,23,7,616
1,24,7,570
1,25,8,656
1,26,8,668
1,27,9,697
1,28,9,648
1,29,9,611
1,30,9,683
1,31,9,555
1,32,10,595
1,33,10,615
1,34,11,595
1,35,11,684
1,36,11,626
2,37,1,523
2,38,1,1366
2,39,1,1332
2,40,2,140
2,41,2,188
2,42,2,502
2,43,3,1313
2,44,3,539
2,45,3,1371
2,46,3,532
2,47,3,431
2,48,3,76
2,49,3,457
2,50,3,141
2,51,4,36
2,52,4,443
2,53,4,13
2,54,6,467
2,55,6,114
2,56,8,1310
2,57,8,188
2,58,10,432
2,59,10,1334
2,60,10,1343
2,61,10,30
2,62,10,443
2,63,10,529
2,64,11,30
2,65,11,97
2,66,11,405
3,67,1,223
3,68,1,138
3,69,2,321
3,70,3,173
3,71,3,363
3,72,3,56
3,73,3,757
3,74,3,1247
3,75,4,56
3,76,4,318
3,77,4,1211
3,78,4,729
3,79,4,770
3,80,6,213
3,81,6,68
3,82,6,283
3,83,6,341
3,84,7,366
3,85,8,1406
3,86,8,828
3,87,8,387
3,88,8,10
3,89,10,1412
3,90,10,328
3,91,11,387
3,92,11,298
3,93,11,213
4,94,1,171
4,95,1,151
4,96,1,1326
4,97,1,195
4,98,1,479
4,99,1,1346
4,100,1,463
4,101,1,13
4,102,1,510
4,103,3,401
4,104,3,427
4,105,3,23
4,106,3,188
4,107,4,505
4,108,4,463
4,109,4,510
4,110,4,36
4,111,4,1345
4,112,4,468
4,113,4,1305
4,114,4,83
4,115,5,427
4,116,5,175
4,117,5,443
4,118,6,12
4,119,6,538
4,120,6,529
4,121,6,1382
4,122,6,1346
4,123,6,151
4,124,6,498
4,125,6,533
4,126,6,162
4,127,7,174
4,128,8,1332
4,129,8,1394
4,130,8,76
4,131,10,1313
4,132,10,1366
4,133,11,547
4,134,11,1384
5,135,1,76
5,136,1,534
5,137,4,1305
5,138,4,479
5,139,5,446
5,140,5,401
5,141,6,140
5,142,6,195
5,143,6,566
5,144,6,619
5,145,6,566
5,146,7,656
5,147,7,83
5,148,7,616
5,149,7,674
5,150,8,497
5,151,8,570
5,152,8,452
5,153,8,595
5,154,8,692
5,155,8,555
5,156,11,432
5,157,11,477
5,158,11,140
6,159,1,1481
6,160,1,232
6,161,1,1161
6,162,1,982
6,163,2,740
6,164,2,496
6,165,2,842
6,166,2,806
6,167,2,340
6,168,2,17
6,169,2,173
6,170,2,420
6,171,2,1416
6,172,2,810
6,173,2,1496
6,174,2,192
6,175,2,1063
6,176,4,419
6,177,4,333
6,178,4,895
6,179,4,1012
6,180,5,727
6,181,6,1069
6,182,6,298
6,183,6,366
6,184,6,506
6,185,7,1184
6,186,7,86
6,187,8,270
6,188,8,192
6,189,9,733
6,190,9,737
6,191,9,85
6,192,9,1128
6,193,9,616
6,194,9,1155
6,195,11,855
6,196,11,312
6,197,11,959
6,198,11,810
6,199,11,683
7,200,2,268
7,201,2,659
7,202,3,732
7,203,4,795
7,204,4,783
7,205,4,891
7,206,4,276
7,207,4,607
7,208,4,689
7,209,4,730
7,210,4,907
7,211,4,1317
7,212,5,765
7,213,5,569
7,214,6,392
7,215,6,1193
7,216,8,392
7,217,8,927
7,218,8,893
7,219,8,1180
7,220,8,360
7,221,9,1187
7,222,9,320
7,223,9,285
7,224,9,1233
7,225,11,1229
7,226,11,1252
8,227,1,994
8,228,1,1217
8,229,1,1389
8,230,2,582
8,231,2,225
8,232,3,338
8,233,3,296
8,234,3,645
8,235,4,618
8,236,4,911
8,237,4,713
8,238,4,1341
8,239,4,932
8,240,10,323
8,241,10,783
8,242,10,1279
8,243,10,561
8,244,10,1162
8,245,10,1233
8,246,10,329
8,247,11,694
8,248,11,1046
8,249,11,906
9,250,1,629
9,251,1,1216
9,252,1,655
9,253,1,1489
9,254,1,1301
9,255,1,983
9,256,1,1327
9,257,2,1245
9,258,2,266
9,259,2,1182
9,260,2,1289
9,261,2,285
9,262,2,887
9,263,2,1320
9,264,2,1378
9,265,3,247
9,266,3,1182
9,267,3,870
9,268,3,647
9,269,9,325
9,270,10,561
9,271,10,1341
9,272,10,611
9,273,10,581
10,274,2,679
10,275,2,1289
10,276,3,893
10,277,3,569
10,278,3,325
10,279,4,269
10,280,4,569
10,281,5,929
10,282,5,874
10,283,5,1417
10,284,5,1187
10,285,5,974
10,286,5,326
10,287,5,1323
10,288,5,1489
10,289,5,838
10,290,5,927
10,291,6,551
10,292,7,580
10,293,7,268
10,294,7,947
10,295,8,989
10,296,8,933
10,297,8,983
10,298,8,756
10,299,8,719
10,300,8,219
10,301,9,234
10,302,9,979
10,303,9,1229
11,304,1,1278
11,305,1,1123
11,306,1,1220
11,307,2,1037
11,308,2,1139
11,309,2,1279
11,310,3,1143
11,311,3,1098
11,312,3,1144
11,313,3,1105
11,314,3,1041
11,315,3,1284
11,316,3,1017
11,317,3,1288
11,318,4,1016
11,319,4,1162
11,320,4,1129
11,321,4,1077
11,322,5,1213
11,323,5,1123
11,324,5,1173
11,325,8,1068
11,326,8,1259
11,327,8,1134
11,328,8,1288
11,329,9,1162
11,330,9,1138
11,331,9,1068
11,332,9,1284
11,333,10,1119
11,334,10,1124
11,335,11,1095
11,336,11,1028
11,337,11,1138
12,338,1,1213
12,339,2,1070
12,340,2,1077
12,341,2,1246
12,342,3,1031
12,343,3,1105
12,344,3,1124
12,345,3,1259
12,346,4,1259
12,347,4,1232
12,348,4,1086
12,349,5,1278
12,350,5,1279
12,351,6,1019
12,352,6,1134
12,353,6,1224
12,354,6,1033
12,355,6,1070
12,356,6,1151
12,357,7,1246
12,358,7,1284
12,359,8,1259
12,360,8,1144
12,361,8,1020
12,362,9,1098
12,363,9,1027
12,364,9,1033
12,365,10,1031
12,366,10,1119
12,367,10,1017
12,368,10,1118
12,369,11,1173
13,370,2,896
13,371,2,433
13,372,2,105
13,373,2,78
13,374,3,1043
13,375,3,528
13,376,3,1032
13,377,4,74
13,378,4,42
13,379,4,496
13,380,5,469
13,381,5,37
13,382,5,86
13,383,5,42
13,384,6,1043
13,385,6,961
13,386,8,1032
13,387,8,192
13,388,9,861
13,389,10,1069
13,390,10,869
13,391,10,961
13,392,10,425
13,393,11,136
13,394,11,466
13,395,11,465
13,396,11,960
14,397,1,674
14,398,1,616
14,399,2,684
14,400,2,615
14,401,2,633
14,402,3,555
14,403,4,577
14,404,4,574
14,405,4,632
14,406,4,656
14,407,4,674
14,408,4,574
14,409,4,616
14,410,4,668
14,411,4,637
14,412,4,683
14,413,4,566
14,414,4,636
14,415,4,573
14,416,5,595
14,417,5,661
14,418,5,555
14,419,5,584
14,420,5,611
14,421,5,616
14,422,5,615
14,423,6,616
14,424,8,587
14,425,8,684
14,426,8,611
14,427,8,578
14,428,9,632
14,429,9,626
14,430,9,633
14,431,11,636
14,432,11,684
14,433,11,587
15,434,1,616
15,435,1,566
15,436,1,595
15,437,1,619
15,438,2,674
15,439,3,593
15,440,3,626
15,441,3,633
15,442,3,593
15,443,3,615
15,444,3,683
15,445,4,584
15,446,4,587
15,447,5,616
15,448,5,626
15,449,6,619
15,450,6,615
15,451,6,584
15,452,9,562
15,453,9,619
15,454,9,584
15,455,9,611
15,456,9,611
15,457,9,684
15,458,9,626
15,459,10,684
15,460,11,615
15,461,11,656
16,462,1,461
16,463,2,437
16,464,2,1067
16,465,2,1040
16,466,3,855
16,467,3,423
16,468,3,80
16,469,3,448
16,470,3,876
16,471,3,136
16,472,4,993
16,473,5,487
16,474,5,445
16,475,5,70
16,476,5,1146
16,477,6,20
16,478,6,66
16,479,6,920
16,480,6,433
16,481,6,144
16,482,6,456
16,483,6,945
16,484,8,437
16,485,8,34
16,486,11,1045
16,487,11,913
16,488,11,144
16,489,11,1096
16,490,11,1023
17,491,1,867
17,492,1,1306
17,493,1,645
17,494,1,561
17,495,1,1427
17,496,1,206
17,497,2,280
17,498,2,798
17,499,2,613
17,500,2,1301
17,501,2,911
17,502,2,659
17,503,3,763
17,504,4,1289
17,505,4,620
17,506,4,217
17,507,4,206
17,508,5,1446
17,509,5,911
17,510,5,1441
17,511,5,1426
17,512,5,591
17,513,5,266
17,514,5,216
17,515,6,919
17,516,6,947
17,517,6,316
17,518,6,952
17,519,6,798
17,520,7,375
17,521,7,874
